priority_score,tier,cluster,city,state,slug,url,title,words,review_links,browse_links,gsc_impressions,gsc_avg_position,current_has_form,current_quiz_link,primary_actions,rationale
53.01,T4 - full rollout,Florida,Miami Beach,FL,miami-beach-fl,https://www.creditdoc.co/city/miami-beach-fl/,"Credit Repair & Financial Services in Miami Beach, FL (2026)",1701,12,0,0,,False,True,Miami Beach Credit Repair Quiz / Miami Beach Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Miami Beach | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
52.87,T4 - full rollout,National,Dayton,OH,dayton-oh,https://www.creditdoc.co/city/dayton-oh/,"Credit Repair & Financial Services in Dayton, OH (2026)",1687,12,0,0,,False,True,Dayton Credit Repair Quiz / Dayton Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Dayton | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
52.40,T4 - full rollout,National,Spartanburg,SC,spartanburg-sc,https://www.creditdoc.co/city/spartanburg-sc/,"Credit Repair & Financial Services in Spartanburg, SC (2026)",1640,12,0,0,,False,True,Spartanburg Credit Repair Quiz / Spartanburg Credit Calculator CTAs | email capture block wired to /api/email-signup | SC regulator/contact module | Frequently asked questions in Spartanburg | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
52.27,T4 - full rollout,Florida,West Palm Beach,FL,west-palm-beach-fl,https://www.creditdoc.co/city/west-palm-beach-fl/,"Credit Repair & Financial Services in West Palm Beach, FL",1627,12,0,0,,False,True,West Palm Beach Credit Repair Quiz / West Palm Beach Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in West Palm Beach | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
52.19,T4 - full rollout,National,Roanoke,VA,roanoke-va,https://www.creditdoc.co/city/roanoke-va/,"Credit Repair & Financial Services in Roanoke, VA (2026)",1619,12,0,0,,False,True,Roanoke Credit Repair Quiz / Roanoke Credit Calculator CTAs | email capture block wired to /api/email-signup | VA regulator/contact module | Frequently asked questions in Roanoke | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
52.14,T4 - full rollout,California,East Los Angeles,CA,east-los-angeles-ca,https://www.creditdoc.co/city/east-los-angeles-ca/,"Credit Repair & Financial Services in East Los Angeles, CA",1614,12,0,0,,False,True,East Los Angeles Credit Repair Quiz / East Los Angeles Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in East Los Angeles | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
52.11,T4 - full rollout,National,Claymont,DE,claymont-de,https://www.creditdoc.co/city/claymont-de/,"Credit Repair & Financial Services in Claymont, DE (2026)",1611,12,0,0,,False,True,Claymont Credit Repair Quiz / Claymont Credit Calculator CTAs | email capture block wired to /api/email-signup | DE regulator/contact module | Frequently asked questions in Claymont | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.94,T4 - full rollout,New York,Astoria,NY,astoria-ny,https://www.creditdoc.co/city/astoria-ny/,"Credit Repair & Financial Services in Astoria, NY (2026)",1594,12,0,0,,False,True,Astoria Credit Repair Quiz / Astoria Credit Calculator CTAs | email capture block wired to /api/email-signup | NY regulator/contact module | Frequently asked questions in Astoria | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.90,T4 - full rollout,New York,Flushing,NY,flushing-ny,https://www.creditdoc.co/city/flushing-ny/,"Credit Repair & Financial Services in Flushing, NY (2026)",1590,12,0,0,,False,True,Flushing Credit Repair Quiz / Flushing Credit Calculator CTAs | email capture block wired to /api/email-signup | NY regulator/contact module | Frequently asked questions in Flushing | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.68,T4 - full rollout,National,South Bend,IN,south-bend-in,https://www.creditdoc.co/city/south-bend-in/,"Credit Repair & Financial Services in South Bend, IN (2026)",1568,12,0,0,,False,True,South Bend Credit Repair Quiz / South Bend Credit Calculator CTAs | email capture block wired to /api/email-signup | IN regulator/contact module | Frequently asked questions in South Bend | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.58,T4 - full rollout,California,Culver City,CA,culver-city-ca,https://www.creditdoc.co/city/culver-city-ca/,"Credit Repair & Financial Services in Culver City, CA (2026)",1558,12,0,0,,False,True,Culver City Credit Repair Quiz / Culver City Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Culver City | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.54,T4 - full rollout,Texas,Mcallen,TX,mcallen-tx,https://www.creditdoc.co/city/mcallen-tx/,"Credit Repair & Financial Services in Mcallen, TX (2026)",1554,12,0,0,,False,True,Mcallen Credit Repair Quiz / Mcallen Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Mcallen | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.53,T4 - full rollout,National,Camden,NJ,camden-nj,https://www.creditdoc.co/city/camden-nj/,"Credit Repair & Financial Services in Camden, NJ (2026)",1553,12,0,0,,False,True,Camden Credit Repair Quiz / Camden Credit Calculator CTAs | email capture block wired to /api/email-signup | NJ regulator/contact module | Frequently asked questions in Camden | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.52,T4 - full rollout,National,Warr Acres,OK,warr-acres-ok,https://www.creditdoc.co/city/warr-acres-ok/,"Credit Repair & Financial Services in Warr Acres, OK (2026)",1552,12,0,0,,False,True,Warr Acres Credit Repair Quiz / Warr Acres Credit Calculator CTAs | email capture block wired to /api/email-signup | OK regulator/contact module | Frequently asked questions in Warr Acres | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.43,T4 - full rollout,Georgia,Doraville,GA,doraville-ga,https://www.creditdoc.co/city/doraville-ga/,"Credit Repair & Financial Services in Doraville, GA (2026)",1543,12,0,0,,False,True,Doraville Credit Repair Quiz / Doraville Credit Calculator CTAs | email capture block wired to /api/email-signup | GA regulator/contact module | Frequently asked questions in Doraville | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.38,T4 - full rollout,National,Washington,PA,washington-pa,https://www.creditdoc.co/city/washington-pa/,"Credit Repair & Financial Services in Washington, PA (2026)",1538,12,0,0,,False,True,Washington Credit Repair Quiz / Washington Credit Calculator CTAs | email capture block wired to /api/email-signup | PA regulator/contact module | Frequently asked questions in Washington | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.34,T4 - full rollout,National,Newport News,VA,newport-news-va,https://www.creditdoc.co/city/newport-news-va/,"Credit Repair & Financial Services in Newport News, VA",1534,12,0,0,,False,True,Newport News Credit Repair Quiz / Newport News Credit Calculator CTAs | email capture block wired to /api/email-signup | VA regulator/contact module | Frequently asked questions in Newport News | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.32,T4 - full rollout,National,Youngstown,OH,youngstown-oh,https://www.creditdoc.co/city/youngstown-oh/,"Credit Repair & Financial Services in Youngstown, OH (2026)",1532,12,0,0,,False,True,Youngstown Credit Repair Quiz / Youngstown Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Youngstown | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.30,T4 - full rollout,National,Parma,OH,parma-oh,https://www.creditdoc.co/city/parma-oh/,"Credit Repair & Financial Services in Parma, OH (2026)",1530,12,0,0,,False,True,Parma Credit Repair Quiz / Parma Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Parma | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.30,T4 - full rollout,National,Provo,UT,provo-ut,https://www.creditdoc.co/city/provo-ut/,"Credit Repair & Financial Services in Provo, UT (2026)",1530,12,0,0,,False,True,Provo Credit Repair Quiz / Provo Credit Calculator CTAs | email capture block wired to /api/email-signup | UT regulator/contact module | Frequently asked questions in Provo | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.23,T4 - full rollout,National,Peoria,IL,peoria-il,https://www.creditdoc.co/city/peoria-il/,"Credit Repair & Financial Services in Peoria, IL (2026)",1523,12,0,0,,False,True,Peoria Credit Repair Quiz / Peoria Credit Calculator CTAs | email capture block wired to /api/email-signup | IL regulator/contact module | Frequently asked questions in Peoria | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.21,T4 - full rollout,National,Rochester,MN,rochester-mn,https://www.creditdoc.co/city/rochester-mn/,"Credit Repair & Financial Services in Rochester, MN (2026)",1521,12,0,0,,False,True,Rochester Credit Repair Quiz / Rochester Credit Calculator CTAs | email capture block wired to /api/email-signup | MN regulator/contact module | Frequently asked questions in Rochester | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.15,T4 - full rollout,Georgia,Valdosta,GA,valdosta-ga,https://www.creditdoc.co/city/valdosta-ga/,"Credit Repair & Financial Services in Valdosta, GA (2026)",1515,12,0,0,,False,True,Valdosta Credit Repair Quiz / Valdosta Credit Calculator CTAs | email capture block wired to /api/email-signup | GA regulator/contact module | Frequently asked questions in Valdosta | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
51.12,T4 - full rollout,National,Salem,OR,salem-or,https://www.creditdoc.co/city/salem-or/,"Credit Repair & Financial Services in Salem, OR (2026)",1512,12,0,0,,False,True,Salem Credit Repair Quiz / Salem Credit Calculator CTAs | email capture block wired to /api/email-signup | OR regulator/contact module | Frequently asked questions in Salem | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
50.98,T4 - full rollout,National,Wausau,WI,wausau-wi,https://www.creditdoc.co/city/wausau-wi/,"Credit Repair & Financial Services in Wausau, WI (2026)",1498,12,0,0,,False,True,Wausau Credit Repair Quiz / Wausau Credit Calculator CTAs | email capture block wired to /api/email-signup | WI regulator/contact module | Frequently asked questions in Wausau | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
50.92,T4 - full rollout,National,Altoona,PA,altoona-pa,https://www.creditdoc.co/city/altoona-pa/,"Credit Repair & Financial Services in Altoona, PA (2026)",1492,12,0,0,,False,True,Altoona Credit Repair Quiz / Altoona Credit Calculator CTAs | email capture block wired to /api/email-signup | PA regulator/contact module | Frequently asked questions in Altoona | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
50.83,T4 - full rollout,National,Duluth,MN,duluth-mn,https://www.creditdoc.co/city/duluth-mn/,"Credit Repair & Financial Services in Duluth, MN (2026)",1483,12,0,0,,False,True,Duluth Credit Repair Quiz / Duluth Credit Calculator CTAs | email capture block wired to /api/email-signup | MN regulator/contact module | Frequently asked questions in Duluth | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
50.80,T4 - full rollout,Texas,Tyler,TX,tyler-tx,https://www.creditdoc.co/city/tyler-tx/,"Credit Repair & Financial Services in Tyler, TX (2026)",1480,12,0,0,,False,True,Tyler Credit Repair Quiz / Tyler Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Tyler | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
49.03,T4 - full rollout,National,Franklin,TN,franklin-tn,https://www.creditdoc.co/city/franklin-tn/,"Credit Repair & Financial Services in Franklin, TN (2026)",1603,11,0,0,,False,True,Franklin Credit Repair Quiz / Franklin Credit Calculator CTAs | email capture block wired to /api/email-signup | TN regulator/contact module | Frequently asked questions in Franklin | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
48.90,T4 - full rollout,National,Lancaster,PA,lancaster-pa,https://www.creditdoc.co/city/lancaster-pa/,"Credit Repair & Financial Services in Lancaster, PA (2026)",1590,11,0,0,,False,True,Lancaster Credit Repair Quiz / Lancaster Credit Calculator CTAs | email capture block wired to /api/email-signup | PA regulator/contact module | Frequently asked questions in Lancaster | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
48.89,T4 - full rollout,National,Canton,OH,canton-oh,https://www.creditdoc.co/city/canton-oh/,"Credit Repair & Financial Services in Canton, OH (2026)",1589,11,0,0,,False,True,Canton Credit Repair Quiz / Canton Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Canton | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
46.51,T4 - full rollout,Florida,Winter Park,FL,winter-park-fl,https://www.creditdoc.co/city/winter-park-fl/,"Credit Repair & Financial Services in Winter Park, FL (2026)",1651,10,0,0,,False,True,Winter Park Credit Repair Quiz / Winter Park Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Winter Park | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
46.38,T4 - full rollout,Georgia,East Point,GA,east-point-ga,https://www.creditdoc.co/city/east-point-ga/,"Credit Repair & Financial Services in East Point, GA (2026)",1638,10,0,0,,False,True,East Point Credit Repair Quiz / East Point Credit Calculator CTAs | email capture block wired to /api/email-signup | GA regulator/contact module | Frequently asked questions in East Point | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
46.29,T4 - full rollout,National,Kent,WA,kent-wa,https://www.creditdoc.co/city/kent-wa/,"Credit Repair & Financial Services in Kent, WA (2026)",1629,10,0,0,,False,True,Kent Credit Repair Quiz / Kent Credit Calculator CTAs | email capture block wired to /api/email-signup | WA regulator/contact module | Frequently asked questions in Kent | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
46.04,T4 - full rollout,Texas,Sugar Land,TX,sugar-land-tx,https://www.creditdoc.co/city/sugar-land-tx/,"Credit Repair & Financial Services in Sugar Land, TX (2026)",1604,10,0,0,,False,True,Sugar Land Credit Repair Quiz / Sugar Land Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Sugar Land | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
46.00,T4 - full rollout,National,Huntsville,AL,huntsville-al,https://www.creditdoc.co/city/huntsville-al/,"Credit Repair & Financial Services in Huntsville, AL (2026)",1600,10,0,0,,False,True,Huntsville Credit Repair Quiz / Huntsville Credit Calculator CTAs | email capture block wired to /api/email-signup | AL regulator/contact module | Frequently asked questions in Huntsville | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
45.92,T4 - full rollout,National,Hamilton,OH,hamilton-oh,https://www.creditdoc.co/city/hamilton-oh/,"Credit Repair & Financial Services in Hamilton, OH (2026)",1592,10,0,0,,False,True,Hamilton Credit Repair Quiz / Hamilton Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Hamilton | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
45.89,T4 - full rollout,National,Concord,NC,concord-nc,https://www.creditdoc.co/city/concord-nc/,"Credit Repair & Financial Services in Concord, NC (2026)",1589,10,0,0,,False,True,Concord Credit Repair Quiz / Concord Credit Calculator CTAs | email capture block wired to /api/email-signup | NC regulator/contact module | Frequently asked questions in Concord | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
45.85,T4 - full rollout,National,Butte,MT,butte-mt,https://www.creditdoc.co/city/butte-mt/,"Credit Repair & Financial Services in Butte, MT (2026)",1585,10,0,0,,False,True,Butte Credit Repair Quiz / Butte Credit Calculator CTAs | email capture block wired to /api/email-signup | MT regulator/contact module | Frequently asked questions in Butte | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
45.79,T4 - full rollout,Florida,Clearwater,FL,clearwater-fl,https://www.creditdoc.co/city/clearwater-fl/,"Credit Repair & Financial Services in Clearwater, FL (2026)",1579,10,0,0,,False,True,Clearwater Credit Repair Quiz / Clearwater Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Clearwater | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
45.77,T4 - full rollout,Georgia,Forest Park,GA,forest-park-ga,https://www.creditdoc.co/city/forest-park-ga/,"Credit Repair & Financial Services in Forest Park, GA (2026)",1577,10,0,0,,False,True,Forest Park Credit Repair Quiz / Forest Park Credit Calculator CTAs | email capture block wired to /api/email-signup | GA regulator/contact module | Frequently asked questions in Forest Park | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
45.77,T4 - full rollout,National,West Allis,WI,west-allis-wi,https://www.creditdoc.co/city/west-allis-wi/,"Credit Repair & Financial Services in West Allis, WI (2026)",1577,10,0,0,,False,True,West Allis Credit Repair Quiz / West Allis Credit Calculator CTAs | email capture block wired to /api/email-signup | WI regulator/contact module | Frequently asked questions in West Allis | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
45.53,T4 - full rollout,California,Torrance,CA,torrance-ca,https://www.creditdoc.co/city/torrance-ca/,"Credit Repair & Financial Services in Torrance, CA (2026)",1553,10,0,0,,False,True,Torrance Credit Repair Quiz / Torrance Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Torrance | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
45.39,T4 - full rollout,California,Modesto,CA,modesto-ca,https://www.creditdoc.co/city/modesto-ca/,"Credit Repair & Financial Services in Modesto, CA (2026)",1539,10,0,0,,False,True,Modesto Credit Repair Quiz / Modesto Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Modesto | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
45.08,T4 - full rollout,National,Dublin,OH,dublin-oh,https://www.creditdoc.co/city/dublin-oh/,"Credit Repair & Financial Services in Dublin, OH (2026)",1508,10,0,0,,False,True,Dublin Credit Repair Quiz / Dublin Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Dublin | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.98,T4 - full rollout,National,Dearborn Heights,MI,dearborn-heights-mi,https://www.creditdoc.co/city/dearborn-heights-mi/,"Credit Repair & Financial Services in Dearborn Heights, MI",1498,10,0,0,,False,True,Dearborn Heights Credit Repair Quiz / Dearborn Heights Credit Calculator CTAs | email capture block wired to /api/email-signup | MI regulator/contact module | Frequently asked questions in Dearborn Heights | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.93,T4 - full rollout,California,Fremont,CA,fremont-ca,https://www.creditdoc.co/city/fremont-ca/,"Credit Repair & Financial Services in Fremont, CA (2026)",1493,10,0,0,,False,True,Fremont Credit Repair Quiz / Fremont Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Fremont | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.90,T4 - full rollout,National,Bethlehem,PA,bethlehem-pa,https://www.creditdoc.co/city/bethlehem-pa/,"Credit Repair & Financial Services in Bethlehem, PA (2026)",1490,10,0,0,,False,True,Bethlehem Credit Repair Quiz / Bethlehem Credit Calculator CTAs | email capture block wired to /api/email-signup | PA regulator/contact module | Frequently asked questions in Bethlehem | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.79,T4 - full rollout,National,Springfield,IL,springfield-il,https://www.creditdoc.co/city/springfield-il/,"Credit Repair & Financial Services in Springfield, IL (2026)",1479,10,0,0,,False,True,Springfield Credit Repair Quiz / Springfield Credit Calculator CTAs | email capture block wired to /api/email-signup | IL regulator/contact module | Frequently asked questions in Springfield | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.77,T4 - full rollout,National,Everett,WA,everett-wa,https://www.creditdoc.co/city/everett-wa/,"Credit Repair & Financial Services in Everett, WA (2026)",1477,10,0,0,,False,True,Everett Credit Repair Quiz / Everett Credit Calculator CTAs | email capture block wired to /api/email-signup | WA regulator/contact module | Frequently asked questions in Everett | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.74,T4 - full rollout,Texas,Lancaster,TX,lancaster-tx,https://www.creditdoc.co/city/lancaster-tx/,"Credit Repair & Financial Services in Lancaster, TX (2026)",1474,10,0,0,,False,True,Lancaster Credit Repair Quiz / Lancaster Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Lancaster | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.72,T4 - full rollout,National,Aurora,IL,aurora-il,https://www.creditdoc.co/city/aurora-il/,"Credit Repair & Financial Services in Aurora, IL (2026)",1472,10,0,0,,False,True,Aurora Credit Repair Quiz / Aurora Credit Calculator CTAs | email capture block wired to /api/email-signup | IL regulator/contact module | Frequently asked questions in Aurora | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.71,T4 - full rollout,Texas,Cedar Park,TX,cedar-park-tx,https://www.creditdoc.co/city/cedar-park-tx/,"Credit Repair & Financial Services in Cedar Park, TX (2026)",1471,10,0,0,,False,True,Cedar Park Credit Repair Quiz / Cedar Park Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Cedar Park | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.70,T4 - full rollout,National,Dubuque,IA,dubuque-ia,https://www.creditdoc.co/city/dubuque-ia/,"Credit Repair & Financial Services in Dubuque, IA (2026)",1470,10,0,0,,False,True,Dubuque Credit Repair Quiz / Dubuque Credit Calculator CTAs | email capture block wired to /api/email-signup | IA regulator/contact module | Frequently asked questions in Dubuque | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.68,T4 - full rollout,National,Reading,PA,reading-pa,https://www.creditdoc.co/city/reading-pa/,"Credit Repair & Financial Services in Reading, PA (2026)",1468,10,0,0,,False,True,Reading Credit Repair Quiz / Reading Credit Calculator CTAs | email capture block wired to /api/email-signup | PA regulator/contact module | Frequently asked questions in Reading | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.68,T4 - full rollout,Texas,Universal City,TX,universal-city-tx,https://www.creditdoc.co/city/universal-city-tx/,"Credit Repair & Financial Services in Universal City, TX",1468,10,0,0,,False,True,Universal City Credit Repair Quiz / Universal City Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Universal City | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.67,T4 - full rollout,Texas,Pflugerville,TX,pflugerville-tx,https://www.creditdoc.co/city/pflugerville-tx/,"Credit Repair & Financial Services in Pflugerville, TX",1467,10,0,0,,False,True,Pflugerville Credit Repair Quiz / Pflugerville Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Pflugerville | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.67,T4 - full rollout,California,South Gate,CA,south-gate-ca,https://www.creditdoc.co/city/south-gate-ca/,"Credit Repair & Financial Services in South Gate, CA (2026)",1467,10,0,0,,False,True,South Gate Credit Repair Quiz / South Gate Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in South Gate | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.63,T4 - full rollout,National,Gretna,LA,gretna-la,https://www.creditdoc.co/city/gretna-la/,"Credit Repair & Financial Services in Gretna, LA (2026)",1463,10,0,0,,False,True,Gretna Credit Repair Quiz / Gretna Credit Calculator CTAs | email capture block wired to /api/email-signup | LA regulator/contact module | Frequently asked questions in Gretna | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.62,T4 - full rollout,Texas,Stafford,TX,stafford-tx,https://www.creditdoc.co/city/stafford-tx/,"Credit Repair & Financial Services in Stafford, TX (2026)",1462,10,0,0,,False,True,Stafford Credit Repair Quiz / Stafford Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Stafford | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.61,T4 - full rollout,National,Covington,LA,covington-la,https://www.creditdoc.co/city/covington-la/,"Credit Repair & Financial Services in Covington, LA (2026)",1461,10,0,0,,False,True,Covington Credit Repair Quiz / Covington Credit Calculator CTAs | email capture block wired to /api/email-signup | LA regulator/contact module | Frequently asked questions in Covington | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.61,T4 - full rollout,National,Shreveport,LA,shreveport-la,https://www.creditdoc.co/city/shreveport-la/,"Credit Repair & Financial Services in Shreveport, LA (2026)",1461,10,0,0,,False,True,Shreveport Credit Repair Quiz / Shreveport Credit Calculator CTAs | email capture block wired to /api/email-signup | LA regulator/contact module | Frequently asked questions in Shreveport | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.60,T4 - full rollout,Texas,Katy,TX,katy-tx,https://www.creditdoc.co/city/katy-tx/,"Credit Repair & Financial Services in Katy, TX (2026)",1460,10,0,0,,False,True,Katy Credit Repair Quiz / Katy Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Katy | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.57,T4 - full rollout,National,Winston Salem,NC,winston-salem-nc,https://www.creditdoc.co/city/winston-salem-nc/,"Credit Repair & Financial Services in Winston Salem, NC",1457,10,0,0,,False,True,Winston Salem Credit Repair Quiz / Winston Salem Credit Calculator CTAs | email capture block wired to /api/email-signup | NC regulator/contact module | Frequently asked questions in Winston Salem | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.55,T4 - full rollout,National,Jenkintown,PA,jenkintown-pa,https://www.creditdoc.co/city/jenkintown-pa/,"Credit Repair & Financial Services in Jenkintown, PA (2026)",1455,10,0,0,,False,True,Jenkintown Credit Repair Quiz / Jenkintown Credit Calculator CTAs | email capture block wired to /api/email-signup | PA regulator/contact module | Frequently asked questions in Jenkintown | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.54,T4 - full rollout,National,Hermitage,TN,hermitage-tn,https://www.creditdoc.co/city/hermitage-tn/,"Credit Repair & Financial Services in Hermitage, TN (2026)",1454,10,0,0,,False,True,Hermitage Credit Repair Quiz / Hermitage Credit Calculator CTAs | email capture block wired to /api/email-signup | TN regulator/contact module | Frequently asked questions in Hermitage | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.53,T4 - full rollout,National,Alexandria,LA,alexandria-la,https://www.creditdoc.co/city/alexandria-la/,"Credit Repair & Financial Services in Alexandria, LA (2026)",1453,10,0,0,,False,True,Alexandria Credit Repair Quiz / Alexandria Credit Calculator CTAs | email capture block wired to /api/email-signup | LA regulator/contact module | Frequently asked questions in Alexandria | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.53,T4 - full rollout,California,Walnut Creek,CA,walnut-creek-ca,https://www.creditdoc.co/city/walnut-creek-ca/,"Credit Repair & Financial Services in Walnut Creek, CA",1453,10,0,0,,False,True,Walnut Creek Credit Repair Quiz / Walnut Creek Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Walnut Creek | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
44.50,T4 - full rollout,National,Taylor,MI,taylor-mi,https://www.creditdoc.co/city/taylor-mi/,"Credit Repair & Financial Services in Taylor, MI (2026)",1450,10,0,0,,False,True,Taylor Credit Repair Quiz / Taylor Credit Calculator CTAs | email capture block wired to /api/email-signup | MI regulator/contact module | Frequently asked questions in Taylor | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
